Course Name,Reviewer Name,Date of Review,Review Content,Rating Star
Build a free website with WordPress,By D.Balaji R,"Aug 15, 2024","A high-quality online course delivers clear, engaging content with practical applications, expert instruction, and interactive elements that enhance learning. It provides flexible access to resources, fosters a supportive community, and ensures measurable progress, making education accessible and effective for diverse learners. Such courses are invaluable for personal and professional growth.",5
Build a free website with WordPress,By Matthew M,"Jul 12, 2024","This basic overview of WordPress options, utilities and tools is fantastic for beginners. The speaker takes the time to not only detail options, but points out possibilities available that are not automatic options for free users. I like the side by side instructional layout as well. This is my first Coursera course, and it was quick, easy, and worth my time.",5
Build a free website with WordPress,By Gleidy S,"Jan 11, 2023","Para ser un curso gratuito y enseñar lo más básico de como crear una página en WordPress esta  bien, solo que si deseas aprender más a fondo cómo funciona y cómo crear una pagina y personalizarla si tendría que buscar más formaciones. Pero para empezar y aprender esta super bien. me ha encantado.",5
Google Ads for Beginners,By ABHISHEK K,"Jun 27, 2020",Totally waste of time. Can't believe that someone can make such a great and interesting topic to such boring and complicated course. Really  She needs to explain more and talk less to herself. I strongly recommend not to take this course. Really Disappointed with Instructor. ,1
Google Ads for Beginners,By Steven K,"Mar 24, 2024","The video is so out of date, I was unable to follow along; the Google Ads steps and interface have been updated by Google, but this video hasn't been updated.",1
Google Ads for Beginners,By David V,"Oct 14, 2020","the worst course ever seen , the instructor even ask us to make a charge to our credit card , if we don't do this, we can't  follow the instructions and finish it.",1
Google Ads for Beginners,By Adelajda K,"Jul 15, 2020",Very poor quality. The quizzes kept giving errors and the learning module was not practical at all. Don't reccomend.,1
Google Ads for Beginners,By Francis R,"Oct 8, 2020","It was a disaster. The main link to be used for the project was not available to copy and paste. So the only option was to type letter by letter, but then Google Ads pointed out some mistakes, and that was because the Rhyme's keyboard is not 100% synchronized with the user's keyboard and even the keys are released, it didn't work and it doesn't work. In fact, a user shared the ink in question, I copied it and the action did not reflect on the student's screen. So please, fix those bugs! And include the doc that contains the link! Thank you!",1
Google Ads for Beginners,By Barbara  D,"Jan 5, 2021","there is no help when you run into problems and there are charges on to your cc.  Many students are asking questions about this, but no help!!!  I cannot complete the course and it is very disturbing.  Why have a forum with only students and no professor??",1
Google Ads for Beginners,By Yusuf S A,"May 19, 2024","The material is too old; the instructor is doing his best, but the course sessions are an old version, so we don't find the same buttons and pages that he/she sees. It's frustrating. ",1
Google Ads for Beginners,By Hunor,"Sep 19, 2020","No content, empty pages, stuck in 'Loading'. This is the first time I experience it on Coursera.",1
Google Ads for Beginners,By Anushka S,"Dec 1, 2020",Not able to view the course material. It just displays 'loading' on the screen. ,1
Google Ads for Beginners,By  M A H,"Jul 25, 2020","The course does not work , I have tried many times to open the course , but nothing comes up.  ",1
Google Ads for Beginners,By Prathamaditya B,"Mar 14, 2024","cant follow along, the content is outdated",1
Google Ads for Beginners,By Lasantha P,"Mar 6, 2021",Didn't even bother to go through the whole course after seen she's opening a document with a code that came out of nowhere (she didn't even try to explain). Totally disappointed. Not recommended.  👎,1
Google Ads for Beginners,By Kumar N,"Sep 27, 2020",This tutorial never ran so I am marking this tutorial with least star rating.,1
Google Ads for Beginners,By Gen o E,"Feb 4, 2021",Doesn't work. Unable to report technical issues,1
Google Ads for Beginners,By Khandaker M A,"Jul 19, 2020",I really appreciate this course a lot. The way this project teaches the topic reminds me how I was taught of writing letters (now I write them pretty well:) ). I would like to take on more projects from this Instructor & I would suggest Coursera to open some more projects of her. I really thank the instructor & would like to follow her other projects. Thank you.,5
Google Ads for Beginners,By Rafiq N S,"Jan 19, 2021","Good course for a beginner. As a person who knows nothing about Google Ads, I become known how to use it. This course gives me enough introduction to make my first campaign.",5
Google Ads for Beginners,By Chea M C,"Jun 15, 2020",the rhyme split screen is very small for us to practice. and my eyes are damn pain after using the rhyme.,4
Google Ads for Beginners,By Toni M,"Aug 18, 2024",hard to follow along when the instructors google ads is different from mine. i dont know how old this video is but i had none of the things the instructor had so im guessing this is an older video because google ads doesn't look like her for me. so i wont be finishing this course which sucks. please update the video it doesn't coincide with todays google ads,2
Google Ads for Beginners,By Firas N,"Mar 1, 2024",No updated in the Google ads layout. No follow.,1
Google Ads for Beginners,By Varun D,"Jul 8, 2020",Great practical course for anyone looking for hands-on experience with Google Ads,5
Google Ads for Beginners,"By Weeradduwa, M P K","Jul 5, 2020",It was very helpful as a beginner. I am starting my first ad campaign soon.,5
Google Ads for Beginners,By Kevin M O E ,"Jul 8, 2020",Gracias Teacher was a great Class with you! Kevin from Colombia,5
Google Ads for Beginners,By Muhammad S,"Jul 19, 2020",I learned a lot of new things from this project. There was a bit difficulty in tools which do not clear bu the instructor help me a lot to clear my mind. I would like to thanks to this instructor.,4
Google Ads for Beginners,By Meghan S,"Aug 15, 2024","This course is inaccurate and falsely guides students through Google Ads because the video is outdated. Google Ads/GA4's UI has been updated since and it does not match the course instructor's video. Extremely disappointed, do not waste your time trying to figure it out because it looks like they haven't updated this course to match the new UI in over a month. ",1
Google Ads for Beginners,By Amrita B,"Dec 9, 2023","I encountered problem with google cloud work space . It  shows "" Aww Snap"" Page crash each time you started to assignment . Please fix the problem
",1
Cybersecurity for Everyone,By A_SAMARTH K,"Oct 18, 2022",After Completing a course it is asking to pay for certificate ,1
Cybersecurity for Everyone,By Ongun A,"Jan 4, 2023",Cybersecurity for Everyone is a valuable resource for anyone looking to improve their understanding of cybersecurity and protect themselves and their organizations from online threats.,5
Cybersecurity for Everyone,By Janraidul T,"Feb 24, 2023",Covers all the broad topics of cybersecurity introduction topics. Great for anyone is eager to learn new topic and for those who are beginning their journey in cybersecurity profession. ,5
Cybersecurity for Everyone,By Divya s P,"Sep 19, 2023",It is a useful and safe educational app. Reset of deadlines is one of the advantage of using coursera. It's a trustworthy app regardind security and explanation. We can also make notes. ,5
Cybersecurity for Everyone,By Gheian A,"Aug 19, 2021",This course is very informative and clear to understand. I learned a lot especially securing machines and identifying attacks from hackers. Thank you!,5
Cybersecurity for Everyone,By 505_Hemanth N,"Jun 24, 2023",the cource is free but certificate is too cost .I am not satisfied 😔,2
Cybersecurity for Everyone,By Sarah R,"Dec 1, 2022","It took several  months to get my grade reviewed and I got failed because I didnt understand the instructions. 
I didn't receive any notice of it either. After the garbage instruction experience with the google program, Im cancelling my account. ",1
Cybersecurity for Everyone,By MANSHA S G,"Jul 17, 2023","course was good but why is there not my name on certificate? Why is it ""Coursera learner"". Very disappointed feels like i wasted my time",1
Cybersecurity for Everyone,By Jan P C,"Jul 31, 2022",Excellent Course by Professor Charles Harry. Does cover the concepts of Cyber security including the Final Project. Perfect for anyone who wants to get a knowledge of Cybersecurity,5
Cybersecurity for Everyone,By Nick .,"Feb 12, 2022","Really enjoyed the course. Interesting, especially the unit on Hacking. However, the final assignment was so difficult. It was only a general cybersecurity course. ",5
Cybersecurity for Everyone,By MUKEM C ( M 2,"Jul 13, 2023",my name didnt show on the certificate,2
Cybersecurity for Everyone,By Ayebatari I,"Jul 10, 2022",This course is a very nice one. The lecturer  was good and the project was a nice way to help students understand the nitigrity of cybersecurity. In all the course is an excellent one.,5
Cybersecurity for Everyone,By Arvin S,"Feb 9, 2022","Charlels Harry is  very very good in explaining. I had to put the video to 1.25x  because  i can  undertand what he was saying clearly.  This course will make you understand how a network is attacked. It's not  like you see in movies, a nerd sitting in a basement and lots of numbers scrolling like matrix in from of him. Hacking takes time and always remember the kill chain. This course introduce you to the kill chain. How do you defeat the kill chain?  After  finishing this course you will understand how to defeat  the kill chain.",4
Cybersecurity for Everyone,By Ervin F,"Dec 27, 2022","Wasn't prepared for the presentation at the end, it seemed out of place.  Also the CIA triad is Confidentiality, Integrity, and Availability (not Accessibility) as listed by the instructor.  Was able to answer the question based upon deduction, but it is a bit odd.  Otherwise a great course. ",3
Cybersecurity for Everyone,By Jeff N,"Mar 14, 2022","Very interesting and relatable, especially with world events at this time.  Instructor was very easy to listen to and comprehend the subject matter",5
Cybersecurity for Everyone,By lin u,"Feb 13, 2022","Good course  all important things about cybersecurity  ""winzipped""  at one time",5
Cybersecurity for Everyone,By Brent W,"Jan 30, 2023",Professor Charles Harry's Instruction was great! Easy to follow and really great introduction into cybersecurity. Would like to take a few more courses from him if available. Thanks!,5
Cybersecurity for Everyone,By Ugonna K U,"Mar 17, 2023",Very Interesting and fun course. ,5
Cybersecurity for Everyone,By Ritesh K,"Sep 3, 2021",It was my second course in Cybersecurity from Coursera . I found many things new in this course . I enjoyed this course.,5
Cybersecurity for Everyone,By Lookman O Y,"Sep 30, 2021",A very good starting point to understand Cybersecurity. ,5
Cybersecurity for Everyone,By Bashir Z,"Jan 16, 2022",ineed certificate,5
Cybersecurity for Everyone,By Postelniak A,"May 1, 2022","This is a very good course for complete beginners that provides basic knowledge in the field of cybersecurity. The instructor explains everything from scratch. The final course project is a bit challenging but if you take some time to complete it, it will solidify knowledge gained during the course.",5
Cybersecurity for Everyone,By Tan M J,"Sep 15, 2022","Prof Charles Harry is clear and concise in his delivery, with well-thought out topics to give learners a good foundation on the topic of cybersecurity and issues associated with it.",5
Cybersecurity for Everyone,By Perin P,"Mar 29, 2022",Thank you Dr Charles for your tines and Knowledge you are sharing with us. In the student's name i would like to say you thank you very much...,5
Cybersecurity for Everyone,By Claudio P M R,"Feb 19, 2022",Very good course for obtaining a general knowledge about cybersecurity. ,5
English for Career Development,By Deleted A,"Aug 22, 2019",The course was well designed and developed. The language is simple and direct. I would definitely recommend this course to anyone looking to up skill their English language for career advancement. ,5
English for Career Development,By Kenneth W,"Jul 22, 2017","I thoroughly enjoyed the course. The videos, readings, quizzes and games were very informative, clear and helpful. I hope that other users enjoyed the course as much as I did. Thank you very much!",5
English for Career Development,By Dayala I,"Aug 26, 2019","It is the very useful course for learning, this course provides videos for better understanding. A part from that there are exams like quiz, games, video recording, review of classmates work and all..",5
English for Career Development,By Kasonde M,"Apr 28, 2019","I have learnt  so much from this course. I am glad I came across it because I feel I have gained more knowledge and understanding on job search, preparedness and proper planning before an interviews. ",5
English for Career Development,By Elora A B,"Jul 5, 2020",Thank you for letting us to use this opportunity at this pandemic situation.,5
English for Career Development,By Ramana S ,"Jul 21, 2020",AN EXCELLENT COURSE. THE TEACHERS ARE OUT STANDING. THERE IS A CLARITY OF THOUGHT AND EXPRESSION IN THE TEACHERS. EVERY ONE WHO IS SEARCHING FOR JOB SHOULD DO THIS COURSE. CONGRATULATIONS TO THE TEAM.,5
English for Career Development,By Ferdinand R,"Apr 9, 2019",Very easy course I totally recommend taking it!,5
English for Career Development,By Md M A,"Apr 13, 2019", This course helps me to  speaking in job interviews and writing English Effectively.,5
English for Career Development,By Marc J C I,"Mar 12, 2021",It really helped me to improve my English skill. Thankyou!,5
English for Career Development,By Khushbu J,"May 4, 2021",I enjoyed this Course English for Career Development and learnt a lot .The instructor were so helpful and proactive that it was easy for me to learn and I was able to reach clear all the assignment ..,5
English for Career Development,By Fabio d S,"Apr 9, 2019","That is an excelent course, everything well created. Thank you!!!",5
English for Career Development,By Mehrad R,"Jul 3, 2018","It's in very very simple English. so if you're bored of watching it, skip to something more professional.",2
English for Career Development,By Петрович О П,"Apr 15, 2020","The course is written correctly. Thanks! thank you for your course, for your efforts, literacy and thoughtfulness. All the information was very clear and useful. For your positive attitude and ease!)",5
English for Career Development,By Estefanía L ,"Nov 19, 2018",Great course. I was able to learn so much about how to apply properly for a job. Nice speakers and teachers they have a very clear understanding. I recommend everyone to take this course.,5
English for Career Development,By Erica M,"Sep 28, 2018",It really helped me and taught me a lot if lessons that I can really apply and use not only in my English subject but also with my technical papers. Thank you so much for this opportunity!,5
English for Career Development,By JEFF C A E,"May 28, 2019",I learned a lot from this course. If you're someone who's planning to look for a job in America then this course is for you. ,5
English for Career Development,By John C C V,"Apr 7, 2019",This online course can help a lot of people. I really hope this will be recognized and endorsed to more countries for it to aid a lot of people.,5
English for Career Development,By Tseegii O,"Nov 13, 2021",I enjoyed this Course English for Career Development and learnt a lot .The instructor were so helpful and proactive that it was easy for me to learn and I was able to reach clear all the assignment ..,5
English for Career Development,By Mark B S,"Apr 14, 2019",this course is realy help me to develop my skill and mental ability that i realy need,5
English for Career Development,By Erika L C C,"Jun 15, 2020",Very pleased with the knowledges acquired. ,5
English for Career Development,By Mel C B,"Apr 14, 2019",Great course!,5
English for Career Development,By Rabia S,"Sep 30, 2018",I am excited to have wonderful learning by joining this course. I hope this knowledge will prove a milestone in the career development of all fellows. I strongly recommend this course to the professionals who want to learn the tools and techniques to start or improve them. I am thankful to the faculty for designing specific course contents and presenting in such way that the learner feels no difficulty in understanding.,5
English for Career Development,By Harshal S Z ,"Jun 1, 2021",It was a very amazing course. It help me how to write a resume and a cover letter effectively. It also helped me in how to start a conversation with the other employee.   At last thank you very much.,5
English for Career Development,By tendan l,"Apr 10, 2019",where's the congratulatory letter?,5
English for Career Development,By Gowtham S,"Apr 16, 2019",One of the Best course,5
Hands-on Introduction to Linux Commands and Shell Scripting,By Basil K,"May 18, 2022","There is so much information missing in the labs in this course esp starting from Week 3. The videos it seems like were put together in a hurry with crucial information missing and labs are even worse than the videos. They are expecting one to find, set, unset files in extremely long scripts without providing any information on how it is done. Furthermore, there is little to no information given on why certain commands are called what they are called making this course not at all intuitive. I wish someone else has reviewed this course before putting it online. Such a wasted opportunity to educate people. ",1
Hands-on Introduction to Linux Commands and Shell Scripting,By Tyler M,"Jan 18, 2022","This need a lot more hands-on experience and explaining the *why* of commands. The course never explained any logic behind operators and commands, so it was never clear how everything worked.",3
Hands-on Introduction to Linux Commands and Shell Scripting,By Mohd J H,"Nov 13, 2022",would prefer a live instructor. not a generic AI voice reading a PPT. would not recommend.,1
Hands-on Introduction to Linux Commands and Shell Scripting,By Amanda W,"Aug 2, 2022","This course is terrible for beginners!! None of the modules go in depth, it was difficult to understand because none of the commands are explained, and the final project is super advanced for what is actually taught in the class. I feel like I learned almost nothing!",1
Hands-on Introduction to Linux Commands and Shell Scripting,By Mateusz K,"Jan 24, 2024","Everything that follows, is just my own personal opinion, if not stated otherwise. It is based on my observations and interactions with teaching staff in the course discussion forums (for the last few months).
This is a very poorly executed course.
As of today (23 Jan 2024) this course for me still does not meet the criteria of a ""good resource for learning"" the basics of Linux CLI and shell scripting (despite few minor improvements already applied).
Some of the topics are hastily skimmed through in the videos, and almost no mechanism presented in the course is thoroughly explained.
Many of the ""basic concepts"" for Bash (and other modern shells) like e.g. function definitions, proper error handling, etc., are not even included in the course.
The importance of using correct quotations for variable/parameter expansions is also never mentioned nor explained, although it should be considered essential ""best practice"".
Peer-graded Final Assignment instructions/""guide"" contains some errors and not fully tested solutions, advertised as ""working correctly"".
The similar can be said about grading rubrics for the final assignment - which additionally are not focused on the actual results of the code execution, but instead they're focused on the code ""looks"", as in its visual resemblance (being as close to ""identical"" as possible) to what the course's staff have written in the grading rubrics.
In some cases, if the teaching staff finds a question in a discussion forum a bit more ""inconvenient"" for them to answer (or they're not fully capable of providing the correct answer to it in a timely manner?), then they would rather:
a) ignore the question completely (the least they can do is to not get involved at all) or reply with something similar to: ""we'll investigate the issue and get back to you"" (the latter ""get back to you"" almost never happens for a ""more complicated"" question);
b) reply with some irrelevant, impractical, incorrect, or otherwise unuseful information;
c) politely ask, to not bring the subject up ever again, as it may ""overwhelm the learners"";
d) delete the post (most often containing a valid, correct answer to the question) from discussion forums (I see censorship as ""means of hiding incompetence""?)
e) repeat other learner's correct answer (sometimes only slightly modifying it);
f) use and completely rely on AI LLM (e.g. ChatGPT, Bard, or other) and answers provided by it (which are mostly ridiculous), without even basic output verification; 
g) and also (occasionally) delete any relevant corrections (made by more knowledgeable learners) to previous staff's posts/replies;
than admit to any mistakes in the course contents, admit to lack of expertise in the subject matter, and address the questions properly - e.g. by allowing open discussion on potential improvements to the course materials, and implementing all said improvements as soon as possible (after reviewing).
These practices have been reported, and as I was assured by the Coursera Support Team, this kind of inappropriate teaching staff's behaviors will be escalated further, so I'm awaiting next developments of the situation.
But I still think this kind of inappropriate behaviors are a clear example, of what gives (or rather should give) the Skill-Up Technologies Pvt. Ltd. / SkillUp Online (employers for the most of ""teaching staff"") a bad reputation.
This also might give Coursera courses and IBM Skills Network a really bad publicity in a long-run.
Teaching and following ""best practices"", and answering doubts with relevant, thorough, technical knowledge in the discussion forums of this course... is something you unlikely/rarely find coming from the teaching staff.
Generally, teaching staff don't seem to be fit for the job of thoroughly explaining the course materials and teaching the proper ""understanding"" of your mistakes (as hard as they try to be seen ""cooperative""),
but as I see it, they're better suited for
a) only requesting you to ""copy and paste"" their code samples, that they believe should work best as a ""correct solution"" in their opinions (side note, again, ""my opinion"" - their code doesn't work all that great, and is not written with all the ""best practices"" in mind) and 
b) deleting ""inconvenient"" posts from the discussion forums whenever they please.
To sum it up: in its current form, and with its current teaching staff replying in the discussion forums, I'd definitely not recommend this course to anyone, especially beginners. And I'd discourage seeking any ""great"" learning experience from Skill-Up Technologies Pvt. Ltd. / SkillUp Online - thus I'd strongly suggest searching for some other, better resources on the subjects regarding basics of working with Linux CLI and shell scripting.

",1
Hands-on Introduction to Linux Commands and Shell Scripting,By Mohamad G,"Jul 25, 2023","This course  is so bad, the instructions are insufficient, and the teachings compared to the project are different, highly do not recommend",1
Hands-on Introduction to Linux Commands and Shell Scripting,By Vyshakh,"Mar 25, 2023",The course was not uptown the mark. ,1
Hands-on Introduction to Linux Commands and Shell Scripting,By S V,"Feb 28, 2022",poor content,1
Hands-on Introduction to Linux Commands and Shell Scripting,By Deleted A,"Jan 3, 2023",it's really not easy and so clear for any beginner to start with!,1
Hands-on Introduction to Linux Commands and Shell Scripting,By Murilo S,"Jan 14, 2024","I have completed several courses as part of the IBM Data Engineering Professional Certificate, and most of them have been exceptional in terms of content and coherence. However, I must express my disappointment with a particular course in the series.
The course content seemed incomplete, lacking the depth and breadth that I have come to expect from IBM courses. This made it difficult to gain a comprehensive understanding of the subject matter.",2
Hands-on Introduction to Linux Commands and Shell Scripting,By Pedram A,"Apr 6, 2022",the material was not sufficient,2
Hands-on Introduction to Linux Commands and Shell Scripting,By alie a,"Oct 23, 2021",A great start for beginners who wish to nail down the basics of shell scripting,5
Hands-on Introduction to Linux Commands and Shell Scripting,By Ryan S,"Dec 27, 2021","Good overview, but should have included more using BASH scripts. Conditional statements and loops were not covered. Functions were not covered. Could have included catching errors with ""$?"".  Running a database command  in a BASH script to import or export data would be useful. Still a decent course though.",4
Hands-on Introduction to Linux Commands and Shell Scripting,By Volkert d V,"Jan 19, 2024","I have a few qualms on this still good, dense course: (1) - there is a lot of jargon that is taken for granted. For someone new to programming - you can easily get lost - especially when certain programs are only mentioned once and then taken to be known (e.g. Kubernetes, RedHat etc.) A cheat sheet would be very welcome. (2) the videos, while clear, are very dense, and the voice is very mono-tone which became quite a turn-down. To make sure students capture it it would be helpful to have more cross-checking questions during the lecture. (3) the final peer reviewed exercise is tricky and the peer review system doesn't work that great. with all the talk on automated checking in IBMs DevOps course I would think an automated check would be more effective - and could actually point out to you what you did wrong. for example - I had trouble figuring out a certain line of code and I actually asked chatGPT - turns out I had one space too much. in another case I came up with a slightly different code which did the same job. My peer reviewer rated it wrong.",3
Hands-on Introduction to Linux Commands and Shell Scripting,By James K,"Mar 22, 2023","Great course, thorough introduction and easy to follow.",3
Hands-on Introduction to Linux Commands and Shell Scripting,By Jonathan V C,"Aug 20, 2022","If you don't know anything about Linux and commands this is for you, but if you are looking for a more advanced course stay away. I remove 1 star because is too basic and short, and could cover more things, and another star, because peer review is a joke, I got a 90 instead a 100, because the reviewer of my project apparently doesn't understand and take away 2 points from correct answers.",3
Hands-on Introduction to Linux Commands and Shell Scripting,By Muhammad H,"Apr 2, 2023","Overall, the course is very nicely designed and implemented except for the last week where they have shell scripting assignment. The way it is collected should be revisited as it kills the user experience by introducing redundant task of manually screenshotting every code snippet separately. Which is hectic in my opinion.",3
Hands-on Introduction to Linux Commands and Shell Scripting,By Hannes B,"Feb 14, 2022","I missed more input on actuall scripting. There were no references to loops, if and function definition. all things that you need when writing more advanced scripts",3
Hands-on Introduction to Linux Commands and Shell Scripting,By David B,"Dec 14, 2022",Some help but lacks pedagogical skill in its design.,3
Hands-on Introduction to Linux Commands and Shell Scripting,By Mark M,"Feb 20, 2022",If you've never used Linux before this may be helpful. But it you have experience with it this course is pretty worthless. I finished it in less than an hour. ,2
Hands-on Introduction to Linux Commands and Shell Scripting,By Frank H,"Jun 14, 2023","I had to take the final exam twice because of a bug at coursera, even after i finished the whole course sucessfully!",1
Hands-on Introduction to Linux Commands and Shell Scripting,By BENDIB H,"Feb 10, 2022","Very interesting section, I find it is very efficient , sufficient and collects every thing we need with simplified and clear way. thanks to instructor's stuff ",5
Hands-on Introduction to Linux Commands and Shell Scripting,By Aniket Y,"Dec 19, 2021",It was wonderful experience learning shell scripting. Scheduling jobs was the best part. Thank you instructors,5
Hands-on Introduction to Linux Commands and Shell Scripting,By Omar H,"Oct 8, 2021",Mini course indeed but full of new information and great explanation. Thank you.,5
Hands-on Introduction to Linux Commands and Shell Scripting,By Deleted A,"Nov 8, 2021",really brought together the bash information well. so glad I took this,5
Introductory Human Physiology,By Chan C K,"Mar 5, 2020","this course is so reasonable in price and with good assignments! At first, im annoyed if i got only 70 or below, ii will need to redo. but it does help me to consolidate my knowledge. so thank you!!",5
Introductory Human Physiology,By Vinayak B,"Sep 12, 2020","Very informative, straight forward, and was practically free too! The teachers were very easy to understand, had a real passion for their subject, and I really learned a lot. Would totally recommend!",5
Introductory Human Physiology,By Lucy L,"Jun 2, 2016",I'm a high school student interested in human physiology. ,5
Introductory Human Physiology,By Kin I R N,"Apr 16, 2018",I am an incoming medical student here in the Philippines and this course has provided me with enough background about the human body and the underlying machinery of every system associated with it. ,5
Introductory Human Physiology,By Maxine P M,"Jun 28, 2020","The primary reason for enrolling in the course was to enhance my knowledge base of human physiology. Although it has been many decades since I've taken anatomy and physiology as well as pathophysiology, I have taught it twice at the secondary level.  Upon reviewing the description of the course, it indicated that it was introductory, but knowledge of biology/science would be helpful, I thought it might be a great refresher course.  I beg to differ! This course WAS NOT introductory.  Let me give you the positives first: pdf's and readings were extremely helpful.  The negatives, the instructors were not impressive. One instructor talked absolutely too fast and much too often wouldn't complete the sentences OR she would repeat words or phrases that didn't make sense. I found it difficult to grasp the lecture when this instructor couldn't get through a sentence without stumbling over her thoughts, mumbling, trailing off and not finishing her sentence, etc. More often than not, the information provided in the lecture was inconsistent with the notes/pdf's. One other thing, she constantly smacked her mouth which was nerve-wrecking!  During the lectures, she would write on the powerpoints, which was either sloppy or not legible. After the fifth week, I honestly wanted to withdraw from the course, but decided to finish it out solely because it was half way completed and the time that had already been invested.  Many viewers gave the course 5 stars, I could not.  Although I completed the course with a 93.4% grade, the level of information was extensive, to some degree over the top.  The course needs to be restructured so that it stays within the context of an introductory course.  In my opinion, this course is more suitable for a first-second year medical student.  BTW, this is the sixth course that I have completed through Coursera, including a specialization.  Good luck!",2
Introductory Human Physiology,By Jade D,"Jan 5, 2021","Best course I've ever taken!  Detailed and thorough explanations of the systems of the body.  Fascinating, enlightening, and enjoyable.  Highly recommend for anyone interested in how the body functions.",5
Introductory Human Physiology,By Sylvia Q,"Jan 18, 2020","Great class - very dense, like drinking from a fire hose, but wow I learned a lot! I took this just because I wanted to learn more about how the body magically does what it does, every day, without me thinking about it. I had no prior experience in physiology or anatomy, so this required me to do a LOT of note-taking and a little bit of Googling on the side for further understanding. If a week's videos totaled 2 hours, I spent about 4-5 getting through them and taking notes. I should add that I did not use the forums regularly, but I saw that many students had, and that their questions were answered fairly promptly, often by Emma Jakoi herself. The end-of-unit quizzes always included questions which forced you to apply your new learning to cases, and these could be challenging! Thanks to Duke for making this great class available online for free.",5
Introductory Human Physiology,By Dave H,"Oct 11, 2016",I gained a deeper understanding and greater appreciation for how my body works.  Thank you to the Teams at Duke and Coursera for making such a wide body of information available to the motivated. ,5
Introductory Human Physiology,By Joshua S,"Dec 9, 2019"," It is so hard to learn from a professor who can't get through 2  sentences without stumbling over her thoughts, mumbling, trailing off  and not finishing her sentence, etc. Perhaps if she spent less time  pretending to be John Madden with her little board, she could focus on  being an effective orator. Perhaps the second professor would have been better, but after 2 hours of listening to Dr. Jakoi, I now have to contact Coursera to see if I can get a refund or switch courses.",1
Introductory Human Physiology,By Anastasiia N,"Oct 24, 2015","The effect of this course in understanding the body physiology and understanding the terminology of other courses can be compared to learning to read. Now I can take other, more specialized courses without having to Google every other word and actually understand the processes they're talking about instead of simply memorizing them. ",5
Introductory Human Physiology,By Dustin J,"Aug 23, 2020","I'm a college freshman (majoring in nursing) and I took this course due to the pandemic. I found this course challenging since it focuses more on the physiology of the human body in more detail than a regular my anatomy and physiology class back in high school. This course isn't really an ""introductory"" course, you may need some background on science courses like chemistry, biology, anatomy, and physiology (So keep that in mind if you want to enroll). I have a limited background in science these courses (Biology, chemistry, etc) and finished this course, and yes it is possible to finish this course without knowing all about science stuff, it just took a little more effort to quickly learn science terms and stuff. With all of that, the course was great and for a nursing major like me really helped me developed surface-level knowledge about the function of the human body. Lectures are good, a little fast for me but they provide great PDF that I can refer to. Practice quizzes did help me a lot, but I hope that they provide feedback or explanation on why I got it wrong instead of just showing ""correct"" or ""incorrect"". It's worth my time learning physiology and I highly recommend it! Big thanks to the instructors and staff, especially Coursera for making this course free to the public!",5
Introductory Human Physiology,By Karen J,"May 10, 2020","Definitely, this is not an introductory course. Actually, you need some prior background in physiology, biology, chemistry, anatomy before taking it. It is also very challenging!  ",5
Introductory Human Physiology,By Ariane M,"Nov 4, 2017",Very very interesting but also very challenging. I would not say this is a beginner's physiology course. Very much worth doing if you are interested in the medical field of some sort. ,4
Introductory Human Physiology,By Lucie P,"Jul 26, 2016","This course seems to require a high level of foundation knowledge that I don't have. I had to leave the course before completion because of that. In fact, most of the videos were too complex to understand without prior knowledge on the matter and the deadlines are quite tight to have time to research all the topics.",3
Introductory Human Physiology,By Andrei H,"Mar 18, 2017",Very hard to follow. Needs to clarify more on it's work.,1
Introductory Human Physiology,By Henrio J,"Jan 16, 2019",Decomposing the course into shorter videos would make it better. ,3
Introductory Human Physiology,By Mick H,"Sep 21, 2015",Very informative - but I don't like the dry delivery style.,3
Introductory Human Physiology,By Jonathan H,"Sep 21, 2019","An extremely wonderful course to a non-medical but with only high school biology background person like me.  It helps me to gain better knowledge and information to what happens to our body in response to all those external influences of stress, intake of food and liquid.  All the lectures are very professionally conducted with clear notes in the resources.  Many times, video lectures provided very good external cases beyond the texts.  I must also respect that both of you continue with the lectures despite hearing coughing many times throughout.  Great professionalism demonstrated, even in such coursera.co course.",5
Introductory Human Physiology,By Christine A,"Apr 20, 2020","This course is excellent, if physiology is something you need for your career/personal interest. Mimi Jakoi and  Jennifer Carbrey are magnificent in their field, and they both provide their tremendous insight to a high-functioning foundation level for the subject. However, if you are someone like me, a middle school science teacher who was only looking to find a novice level of physiology, you are going to get above and beyond what you imagined. I would definitely recommend this course to those who are highly invested in the subject, as it provides a great breadth of detail to 10 human systems. ",5
Introductory Human Physiology,By Parvathy s n,"May 28, 2022",it was a fun ride to be a part of this journey of learning  HUMAN PHYSIOLOGY .....it was very much helpful for understanding the basic concepts of our body how our body functions internally as well their hormonal capabilities. i feel really confident now because the lecture was easy to understand i thoroughly enjoyed. thank you. ,5
Introductory Human Physiology,By Pei-Hsuan L,"Jun 12, 2020","I don't speak for everyone, but this course was relatively difficult for an introductory course. It required an adequate amount of base/foundation on the subject in order for one to understand what the lesson is talking about. ",3
Introductory Human Physiology,By Fong C C,"Apr 20, 2020","I find it challenging, and the instructor is quite poor in delivering message",2
Introductory Human Physiology,By Andreas A,"Jan 19, 2018","Great course, good as a supplementary to taking the university course.",5
